1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
IF-RES-00180077,,Archiving COVID-19 Heritage in Ho Chi Minh City,Birthday cake made of cactus,Bánh Sinh Nhật bằng cây xương rồng,IF-RES-00180077.jpg,,,"During the epidemic, I felt very stifled due to the lack of sunlight, as my house is in an alley and blocked by other houses covering the windows. One day, while going to the supermarket, I passed by a plant store and saw some cactus plants named 'birthday cakes,' and I felt a sense of empathy with them for lacking biological sunlight. So, on my birthday, I bought 3 plants and planted them in an old motorcycle seat, something I didn't want to sell and was currently stored at an outside parking lot. Then, every noon, I would walk out of the quarantine area's fence to the parking lot directly opposite, about 200 meters from my house, to bring out the motorcycle and the cacti to sunbathe, and then bring them back under the shelter in the late afternoon. This gave me an excuse and self-hypnosis to create a responsibility for myself to go outside for sunbathing. It was also quite easy since my house is located in two interconnected alleys, only one of which is guarded, and the one I use has no security. This continued until the quarantine fence was removed, and it also made me feel a bit more relaxed and less stifled.","Trong đợt dịch, mình cảm thấy rất bí bách với việc thiếu ánh sáng mặt trời, do nhà mình trong ngõ và bị các nhà khác xây che sáng cửa sổ. Một hôm mình đi siêu thị qua cửa hàng cây cảnh, mình thấy có mấy cây xương rồng mà tên họ cây được gọi là bánh sinh nhật, mình cảm thấy một sự đồng cảm với chúng về việc thiếu ánh nắng sinh học.
Nên nhân dịp chính sinh nhật mình, mình mua 3 cây về trồng vào yên xe máy cũ, thứ mà mình cũng không muốn bán đi và đang được gửi ở bãi đỗ xe bên ngoài.
Sau đó, buổi trưa hàng ngày mình sẽ đi bộ ra khỏi hàng rào khu vực cách ly, sang bãi đỗ xe ở ngay đối diện hàng rào, nơi cách nhà mình khoảng 200m để dắt xe ra và cây xương rồng ra tắm nắng, rồi cuối buổi chiều lại dắt xe vào khu có mái che. Việc này để mình có cớ và tự thôi miên tạo cho bản thân một trách nhiệm để ra ngoài tắm nắng. Và nó cũng khá dễ dàng do nhà mình nằm trong hai ngõ thông nhau, chỉ có một ngõ có người trông, ngõ mình đi thì không có bảo vệ nào cả. Việc này cứ kéo dài cho đến khi hàng rào cách ly được gỡ và nó làm mình cũng cảm thấy được thư giãn bớt bí bách",Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Trong Dịch,Chụp Điện Thoại;Hội Hoạ Đường Phố,,,,Nhà,Chán Nản,Cách Ly;Sở Thích Mua Dịch
IF-RES-00180078,,Archiving COVID-19 Heritage in Ho Chi Minh City,Information sign on the door,Biển báo thông tin trên cửa,IF-RES-00180078.jpg,,,The entrance to the construction site has posted information about inspections to prevent the spread of covid.,Cửa vào công trường có dán thông tin về việc kiểm tra để ngăn chặn sự lây lan của covid,Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Bình Thường Mới;Trong Dịch,Chụp Điện Thoại;Thông Báo,Đồ Bảo Hộ,Bình Thường Mới,,,,
IF-RES-00180079,,Archiving COVID-19 Heritage in Ho Chi Minh City,Banner for covid epidemic prevention,Băng rôn phòng chống dịch covid,IF-RES-00180079.jpg,,,Green epidemic prevention banner in front of the dormitory at the defense education center in Thu Duc.,Băng rôn xanh chống dịch trước ký túc xá nội trú tại trung tâm giáo dục quốc phòng ở Thủ Đức.,Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Trong Dịch,Thông Báo,Biển Hiệu Cổ Động,,,Đường Phố;Nơi Công Cộng,,
IF-RES-00180080,,Archiving COVID-19 Heritage in Ho Chi Minh City,Directive board,Ban chỉ ,IF-RES-00180080.jpg,,,The 'Command center' is a container house that was used by medical staff at the Binh Chanh district field hospital.,"'Ban chỉ huy' là 1 ngôi nhà cọntainer từng được dùng bởi nhân viên y tế ở bệnh viện dã chiến huyện Bình Chánh. 
",Vietnamese,,Photography,,"Địa điểm: Đường Nguyễn Văn Linh, Huyện Bình ",Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Bình Thường Mới,Nhiếp Ảnh,Rào Chắn,,,Bệnh Viện Đa Chiến;Khu Cách Ly Tập Trung,Cô Đơn,Cách Ly
IF-RES-00180081,,Archiving COVID-19 Heritage in Ho Chi Minh City,Agency during the epidemic,Cơ quan trong dịch,IF-RES-00180081.jpg,,,An empty office during the epidemic.,Một cơ quan trống trải trong thời dịch.,Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Trong Dịch,Thông Báo,,,,Cơ Quan,,
IF-RES-00180082,,Archiving COVID-19 Heritage in Ho Chi Minh City,Gym,Phòng tập thể hình,IF-RES-00180082.jpg,,,Blocking the entrance to the gym.,Chặn cửa ra vào của phòng tập thể hình,Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Trong Dịch,Thông Báo,,,,,,
IF-RES-00180083,,Archiving COVID-19 Heritage in Ho Chi Minh City,Check in system,Hệ thống check in,IF-RES-00180083.jpg,,,Hand washing and temperature checking at the University of Social Sciences and Humanities.,Rửa tay và đo nhiệt độ tại trường Đại Học Khoa Học Xã Hội và Nhân Văn.,Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Bình Thường Mới,Thông Báo,,,,Nơi Công Cộng,,
IF-RES-00180084,,Archiving COVID-19 Heritage in Ho Chi Minh City,Planting butterfly pea flowers,Trồng hoa đậu biếc ,IF-RES-00180084.jpg,,,"This is my roommate, planting butterfly pea flowers in a tiny foam box. One day, they suddenly wanted to plant something. Partly because they couldn't go outside, and they liked watching plants grow. I took this photo on the roof of the dormitory. I always sit on the roof, from morning to late night, watching airplanes and vehicles on the road. After the social distancing ended, the plant died. The following photo shows my friend cleaning up their tiny garden.","Đây là bạn cùng phòng của mình, trồng hoa đậu biếc trong cái thùng xốp nhỏ xíu. Một hôm, bạn ấy tự dưng muốn trồng cây. Phần vì không đi ra ngoài được, và bạn ấy thích quan sát cây lớn. Mình chụp bức ảnh này trên nóc nhà ký túc xá. Mình luôn ngồi trên nóc nhà, từ sáng tới tối muộn, ngắm máy bay và xe cộ bên đường. Sau khi hết giãn cách xã hội thì cái cây chết. Bức hình sau mình chụp bạn dọn dẹp khu vườn nhỏ bé của bạn ấy. ",Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Trong Dịch,Chụp Điện Thoại,,,,Nhà,,Cách Ly;Sở Thích Mua Dịch;Học
IF-RES-00180085,,Archiving COVID-19 Heritage in Ho Chi Minh City,Sign up to the window,Bảng hiệu lên cửa sổ,IF-RES-00180085.jpg,,,"A sign on a window stating ""No gathering, to prevent and control the Covid-19 epidemic, thank you.""","Một bảng hiệu lên cửa sổ với thông báo"" Cấm tụ tập, để phòng tránh, ngăn ngừa dịch bệnh Covid-19, cảm ơn.'",Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Trong Dịch;Bình Thường Mới,Thông Báo;Quảng Cáo;Chụp Điện Thoại,Biển Hiệu Cổ Động,,Phong Tỏa,Nhà;Đường Phố,Cô Đơn,
IF-RES-00180086,,Archiving COVID-19 Heritage in Ho Chi Minh City,Best vaccine,Vắc xin tốt nhất,IF-RES-00180086.jpg,,,The most effective Covid-19 prevention vaccine is the one administered earliest.,Vắc xin phòng ngừa Covid-19 hiệu quả nhất là vắc xin được tiêm sớm nhất.,Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Tiêm Vaccine,Chụp Điện Thoại;Thông Báo,Biển Hiệu Cổ Động,Bình Thường Mới,Tiêm Vaccine Tập Trung,Đường Phố,Hy Vọng,
IF-RES-00180087,,Archiving COVID-19 Heritage in Ho Chi Minh City,Phú Nhuận district one way after the epidemic,Quận Phú Nhuận một chiều sau dịch,IF-RES-00180087.jpg,,https://chuyenthoidichproj.wixsite.com/ctdtest1/post/tp-hcm-nh%C3%ACn-l%E1%BA%A1i-t%C3%ACnh-h%C3%ACnh-h%C3%ACnh-d%E1%BB%8Bch-b%E1%BB%87nh-trong-nh%E1%BB%AFng-ng%C3%A0y-th%E1%BB%B1c-hi%E1%BB%87n-gi%C3%A3n-c%C3%A1ch-to%C3%A0n-th%C3%A0nh-ph%E1%BB%91,"Grateful to still be breathing here, in this beautiful setting.","Cảm ơn đời vẫn còn thở ở đây, trong khung cảnh mỹ miều này.",Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Trong Dịch,Nhiếp Ảnh;Chụp Điện Thoại,,,,Đường Phố,Hy Vọng,
IF-RES-00180088,,Archiving COVID-19 Heritage in Ho Chi Minh City,Government directive,Chỉ đạo của chính phủ,IF-RES-00180088.jpg,,,Government directives for epidemic prevention displayed in front of public spaces.,Chỉ đạo phòng chống dịch của chính phủ được trưng bày trước không gian công cộng.,Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Bình Thường Mới,Thông Báo,,,,Nơi Công Cộng,,
IF-RES-00180089,,Archiving COVID-19 Heritage in Ho Chi Minh City,Foam barrier/ Forgotten face shield,Tấm chắn bọt/ Face shield bị bỏ quên,IF-RES-00180089.jpg,,,Foam barrier/face shield forgotten at the Binh Chanh District field hospital.,Tấm chắn bọt/ Face shield bị bỏ quên ở bệnh viện dã chiến Huyện Bình Chánh,Vietnamese,,Photography,,"Đường Nguyễn Văn Linh, Huyện Bình Chánh",Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Bình Thường Mới,Nhiếp Ảnh,Dụng Cụ Y Tế;Đồ Bảo Hộ,,,Bệnh Viện Đa Chiến;Khu Cách Ly Tập Trung,Cô Đơn,Cách Ly
IF-RES-00180090,,Archiving COVID-19 Heritage in Ho Chi Minh City,Number 5 wall painting,Tranh tường 5-không,IF-RES-00180090.jpg,,,Wall painting depicting nurses and doctors standing in front of the 5 no's rule.,Tranh tường miêu tả y tá và bác sĩ đứng trước quy định 5 không.,Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Bình Thường Mới,Hội Hoạ,,,,,,
IF-RES-00180091,,Archiving COVID-19 Heritage in Ho Chi Minh City,Green zone: Green area security checkpoint,Green zone: Chốt bảo vệ vùng xanh,IF-RES-00180091.jpg,,,Security checkpoint of an alley in Saigon.,Chốt bảo vệ của một khu hẻm ở Sài Gòn,Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Trong Dịch,Thông Báo,Phát Minh;Biển Hiệu Cổ Động,,,Đường Phố;Nơi Công Cộng;Nhà,,
IF-RES-00180092,,Archiving COVID-19 Heritage in Ho Chi Minh City,Sign for covid vaccination point,Biển hiệu cho điểm tiêm vắc xin phòng covid,IF-RES-00180092.jpg,,,"Sign for a Covid vaccination point and another sign announcing ""August is the peak month for Covid-19 vaccination for children aged 5 to 18.""","Biển hiệu cho điểm tiêm vắc xin phòng Covid và mốt biển hiệu thông báo ""Tháng 8 là tháng cao điểm tiêm vắc xin phong Covid-19 cho trẻ em từ 5 đến 18 tuổi.""",Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Tiêm Vaccine;Bình Thường Mới,Quảng Cáo;Thông Báo;Chụp Điện Thoại,Biển Hiệu Cổ Động,Việt Nam Chiến Thắng Đại Dịch,Tiêm Vaccine Tập Trung,Điểm Tiêm Vaccine,,HoTroTiemVaccine;Giúp Đỡ Cộng Đồng
IF-RES-00180093,,Archiving COVID-19 Heritage in Ho Chi Minh City,Barrier in front of a closed store,Rào chắn trước một cửa hàng đóng cửa,IF-RES-00180093.jpg,,,Barrier in front of a closed store with a display stating the house is for sale.,Rào chắn trước một cửa hàng đóng cửa người với dán thông cáo nói rằng nhà bán,Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Trong Dịch;Bình Thường Mới,Chụp Điện Thoại;Thông Báo,Biển Hiệu Cổ Động,Bình Thường Mới,Phong Tỏa,Đường Phố,Lo Lắng;Cô Đơn,Cách Ly
IF-RES-00180094,,Archiving COVID-19 Heritage in Ho Chi Minh City,Book truck for quarantine area,Xe sách nghĩa tình dành cho khu cách ly,IF-RES-00180094.jpg,,,"There are vehicles like this: Full of books and items, tech accounts that make life in the Quarantine area less stressful and boring.","Có những chuyến xe như vậy: Đầy sách và những vật dụng, những tài khoản công nghệ giúp cho đời sống trong khu Cách Ly bớt căng thẳng và nhàm chán. ",Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Trong Dịch,Chụp Điện Thoại;Thông Báo,Biển Hiệu Cổ Động;Đồ Cứu Trợ,,Phong Tỏa,Khu Cách Ly Tập Trung,Biết Ơn;Hy Vọng,Giúp Đỡ Cộng Đồng;Cách Ly;Sở Thích Mua Dịch
IF-RES-00180095,,Archiving COVID-19 Heritage in Ho Chi Minh City,Street illustration after the epidemic,Diễn họa đường phố sau dịch,IF-RES-00180095.jpg,,,An artist paints a scene with a signboard on the street. The signboard has a message encouraging everyone to follow the rules to prevent the spread of Covid.,Một họa sĩ sơn một cảnh có bảng hiệu lên đường phố. Bảng hiệu có thông điệp khuyến khích mọi người tuân theo các quy tắc để ngăn chặn sự lây lan của Covid.,Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Bình Thường Mới,Chụp Điện Thoại,,Bình Thường Mới,,Đường Phố,Hy Vọng,
IF-RES-00180096,,Archiving COVID-19 Heritage in Ho Chi Minh City,Elevator,Thang máy,IF-RES-00180096.jpg,,,A sign requesting residents to wear masks in the elevator.,Tờ báo hiệu yêu cầu cư dân mang khẩu trang trong thang máy.,Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Bình Thường Mới,Thông Báo,,,,,,
IF-RES-00180097,,Archiving COVID-19 Heritage in Ho Chi Minh City,Street barrier,Rào chắn ở trên đường phố,IF-RES-00180097.jpg,,,Barriers on the streets. A common sight during the peak of the epidemic.,Rào chắn ở trên đường phố. Khung cảnh thường thấy giữa tâm dịch.,Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Trong Dịch;Bình Thường Mới,Chụp Điện Thoại,Đồ Bảo Hộ,Bình Thường Mới,,Đường Phố,,Cách Ly;Giúp Đỡ Cộng Đồng
IF-RES-00180098,,Archiving COVID-19 Heritage in Ho Chi Minh City,Subway sign,Biển hiệu xe điện ngầm,IF-RES-00180098.jpg,,,"Banner with images of the subway. This banner encourages people to look beyond covid and focus on rebuilding ""Safe adaptation, flexibility, effective control of Covid-19, continuing to improve the quality of urban governance, improving the investment environment, accompanying businesses.""","Băng rôn với hình ảnh của xe điện ngầm. Băng rôn này muốn mọi người nhìn qua covid và tập trung xây dựng lại ""Thích ứng an toàn, linh hoạt, kiểm soát hiệu quả dịch Covid-19, tiếp tục nâng cao chất lượng xây dựng chính quyền đô thị, cải thiện môi trường đầu tư, đồng hành cùng doanh nghiệp"". ",Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Bình Thường Mới,Quảng Cáo;Thông Báo;Chụp Điện Thoại,Biển Hiệu Cổ Động,Bình Thường Mới;Việt Nam Chiến Thắng Đại Dịch,,Đường Phố,Hy Vọng,
IF-RES-00180099,,Archiving COVID-19 Heritage in Ho Chi Minh City,Epidemic fence,Hàng rào chống dịch,IF-RES-00180099.jpg,,,"Homemade barriers in front of restaurants, private hotels for epidemic prevention.","Hàng rào tự chế trước nhà hàng, khách sạn tư nhân phòng chống dịch. ",Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Trong Dịch,Thông Báo,Phát Minh,,,Đường Phố;Nơi Công Cộng,,
IF-RES-00180100,,Archiving COVID-19 Heritage in Ho Chi Minh City,Entrance to a construction site,Lối vào một công trường xây dựng,IF-RES-00180100.jpg,,,Table at the entrance of a construction site with disinfectant for workers to use before entering.,Bàn ở lối vào một công trường xây dựng với nước khử trùng để cho người làm việc sử dụng trước khi đi vào làm.,Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Bình Thường Mới,Chụp Điện Thoại,Đồ Cứu Trợ;Đồ Bảo Hộ,,,Nơi Làm Việc,,Giúp Đỡ Cộng Đồng;Làm Việc
IF-RES-00180101,,Archiving COVID-19 Heritage in Ho Chi Minh City,Epidemic prevention equipment,Thiết bị phòng dịch,IF-RES-00180101.jpg,,,Temperature measuring and disinfection equipment in front of a public space.,Thiết bị đo nhiệt độ và diệt khuẩn trước một không gian công cộng.,Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Bình Thường Mới,Thông Báo,,,,Nơi Công Cộng,,
IF-RES-00180102,,Archiving COVID-19 Heritage in Ho Chi Minh City,Signboard in front of Đồng Khởi Street,Bảng hiệu trước mắt Đường Đồng Khởi,IF-RES-00180102.jpg,,,"Signboard in front of Dong Khoi Street, a famous and busy street.","Bảng hiệu trước mắt Đường Đồng Khởi, một đường phố nổi tiếng và bận rộn. ",Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Trong Dịch;Bình Thường Mới,Chụp Điện Thoại;Thông Báo;Quảng Cáo,Khẩu Trang;Biển Hiệu Cổ Động;Đồ Bảo Hộ,,,,,
IF-RES-00180103,,Archiving COVID-19 Heritage in Ho Chi Minh City,Commemorating 1 year of being F0,Kỷ niệm 1 năm bị F0,IF-RES-00180103.jpg,,,"A strange commemoration day for miracles, sacrifices, and rebirth.","Một ngày kỷ niệm kỳ lạ cho kỳ tích, sự hy sinh và tái sinh.",Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Bình Thường Mới,Chụp Điện Thoại,Biển Hiệu Cổ Động,Bình Thường Mới;Việt Nam Chiến Thắng Đại Dịch,,,,
IF-RES-00180104,,Archiving COVID-19 Heritage in Ho Chi Minh City,This banner with an image of a highway and a positive message about the future plan of Ho Chi Minh City.,Băng rôn này với hình ảnh của một đường cao tốc và có một thông điệp tích cực về kế hoạch tương lai của Thành phố Hồ Chí Minh.,IF-RES-00180104.jpg,,,"This banner wants people to be stronger after Covid and focus on building a new lifestyle ""Safe adaptation, flexibility, effective control of Covid-19, continuing to improve the quality of urban governance, improving the investment environment, accompanying businesses.""","Băng rôn này muốn mọi người mạnh mẽ hơn sau Covid và tập trung xây dựng lối sống mới ""Thích ứng an toàn, linh hoạt, kiểm soát hiệu quả dịch Covid-19, tiếp tục nâng cao chất lượng xây dựng chính quyền đô thị, cải thiện môi trường đầu tư, đồng hành cùng doanh nghiệp"". ",Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Bình Thường Mới,Chụp Điện Thoại;Thông Báo;Quảng Cáo,Biển Hiệu Cổ Động,Việt Nam Chiến Thắng Đại Dịch;Bình Thường Mới,,Đường Phố,Hy Vọng,
IF-RES-00180105,,Archiving COVID-19 Heritage in Ho Chi Minh City,No shippers in the alley,Cấm Shipper vào hẻm,IF-RES-00180105.jpg,,,I notice that this sign expresses the fear of many people during the epidemic.,Mình nhận thấy biển hiệu này biểu hiện sự sợ hãi của nhiều người dân trong mùa dịch.,Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Trong Dịch,Thông Báo;Chụp Điện Thoại,Biển Hiệu Cổ Động,5k,,Đường Phố,Lo Lắng;Hoảng Sợ,
IF-RES-00180106,,Archiving COVID-19 Heritage in Ho Chi Minh City,Operation notice at GEEK HUB,Thông báo hoạt động tại GEEK HUB,IF-RES-00180106.jpg,,,"Geek Hub has resumed operation with limitations on the number of people, vaccines, and mask regulations.","Geek Hub đã hoạt động trở lại với giới hạn về số người, vaccine và quy định khẩu trang.",Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Bình Thường Mới,Chụp Điện Thoại;Thông Báo;Quảng Cáo,,Bình Thường Mới,,,Hy Vọng,
IF-RES-00180107,,Archiving COVID-19 Heritage in Ho Chi Minh City,Positive sign at Pharmacity,Biển hiệu tích cực tại Pharmacity,IF-RES-00180107.jpg,,,Sign outside the pharmacy announcing 'pharmacy participates in Covid-19 epidemic prevention.',"Biển hiệu ra ngoài nhà thuốc thông báo ""nhà thuốc tham gia phòng chống dịch Covid-19""",Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Bình Thường Mới;Trong Dịch,Thông Báo;Quảng Cáo;Chụp Điện Thoại,Biển Hiệu Cổ Động;Dụng Cụ Y Tế;Khẩu Trang;Đồ Bảo Hộ,Bình Thường Mới;Việt Nam Chiến Thắng Đại Dịch,,,,Giúp Đỡ Cộng Đồng
IF-RES-00180108,,Archiving COVID-19 Heritage in Ho Chi Minh City,Safety measures,Biện pháp an toàn,IF-RES-00180108.jpg,,,The store displays safety measures in front of the entrance.,Cửa hiệu trưng bày biện pháp an toàn trước cửa ra vào,Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Bình Thường Mới,,Dụng Cụ Y Tế,,,,,
IF-RES-00180109,,Archiving COVID-19 Heritage in Ho Chi Minh City,Wall painting of medical staff,Tranh tường nhân viên y tế,IF-RES-00180109.jpg,,,"This mural depicts frontline doctors and nurses as 'white-coated warriors' in bright light, as if they are the admired heroes of society.","Bức tranh tường này vẽ các y bác sĩ tuyến như “chiến sĩ áo trắng” trong ánh sáng rực rỡ, hình ảnh như những hâm mộ anh hùng của xã hội.",Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Bình Thường Mới,Chụp Điện Thoại,Đồ Bảo Hộ,Việt Nam Chiến Thắng Đại Dịch,,,Biết Ơn,Giúp Đỡ Cộng Đồng;Tình Nguyện
IF-RES-00180110,,Archiving COVID-19 Heritage in Ho Chi Minh City,Notice of support for F0 F1,Thông báo hỗ trợ F0 F1,IF-RES-00180110.jpg,,,"A local People's Committee announces support for residents affected by F0, F1.","Một UBND thông báo v/v hỗ trợ người dân bị F0, F1",Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Bình Thường Mới,Chụp Điện Thoại;Thông Báo,Biển Hiệu Cổ Động,,,,Hy Vọng;Biết Ơn,Giúp Đỡ Cộng Đồng
IF-RES-00180111,,Archiving COVID-19 Heritage in Ho Chi Minh City,Laundry shop,Cửa hàng giặt ủi,IF-RES-00180111.jpg,,,A sign of a store attaches the 'disinfection' function to its laundry service.,"Biển hiệu của một cửa hàng đính kèm chức năng ""diệt khuẩn"" trong dịch vụ giặt ủi.",Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Bình Thường Mới,Quảng Cáo,Phát Minh,Bình Thường Mới,,,,
IF-RES-00180112,,Archiving COVID-19 Heritage in Ho Chi Minh City,Sign in front of the supermarket cashier,Biển báo trước quầy thu ngân tại siêu thị,IF-RES-00180112.jpg,,,Co.opMart supermarket arranges guides and reminders for covid prevention in public areas before the cashier counter.,"Siêu thị Co.opMart bày trí bản hướng dẫn, nhắc nhở phòng chống covid tại nơi công cộng trước quầy thu ngân.",Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Bình Thường Mới,Thông Báo,,,,,,
IF-RES-00180113,,Archiving COVID-19 Heritage in Ho Chi Minh City,Sign on the barrier,Biển báo trên rào chắn,IF-RES-00180113.jpg,,,Self-managed alley: public awareness in an alley that protects itself as a non-epidemic area.,Hẻm tự quản: ý thức công cộng ở một khu hẻm tự bảo vệ vùng không dịch.,Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Trong Dịch;Bình Thường Mới,,,,,,,
